"Geneid","LC_C2","LC_C3","LC_C5","LC_C7","LC_C9","LC_S1","LC_S2","LC_S3","LC_S4","LC_S5"
100847018,0,0,0,0,0,0,0,0,0,0
100847019,0,0,0,1,0,1,0,0,0,0
100847020,0,0,0,0,0,0,0,0,1,0
100847021,0,0,0,0,0,1,0,0,0,0
100847022,0,0,0,0,0,0,0,0,0,0
100847023,0,1,0,0,0,1,0,0,0,0
100847024,0,0,1,1,0,0,0,0,2,0
100847025,0,0,0,0,0,0,0,0,0,0
100847026,1,1,0,3,2,1,3,5,2,4
100847027,0,0,0,0,0,0,0,0,0,0
100847028,7,4,14,2,4,2,8,4,12,8
100847029,0,0,1,1,0,0,0,0,0,0
100847030,2,0,3,1,0,1,1,3,1,0
100847031,1,0,0,0,0,0,0,0,0,0
100847032,0,0,0,0,0,0,0,0,0,0
100847033,0,0,0,0,0,0,0,0,0,0
100847034,0,0,0,0,0,0,0,0,0,0
100847035,25,30,29,9,19,14,7,77,10,34
100847036,0,2,0,0,0,0,0,0,0,0
100847037,0,0,0,0,0,0,0,0,0,0
100847038,0,0,0,0,0,0,0,0,0,0
100847039,0,0,0,0,0,0,0,0,0,1
100847040,0,0,0,0,0,0,0,0,0,0
100847041,0,0,0,0,0,0,1,0,0,0
100847042,1,0,2,0,0,0,0,0,0,0
100847043,0,0,0,0,0,0,0,0,0,0
100847044,0,0,0,1,0,2,1,0,1,1
100847045,0,0,0,0,0,0,0,0,0,0
100847046,16,4,9,4,1,4,16,12,14,17
100847047,0,0,0,0,0,0,0,0,0,0
100847048,4,1,0,4,4,1,0,0,4,3
100847049,0,1,1,0,0,0,0,0,2,0
100847050,0,0,0,0,0,0,0,0,0,0
100847051,1,0,0,0,1,0,0,1,0,2
100847052,0,0,0,0,0,0,0,0,0,0
100847053,0,0,0,0,0,0,0,0,0,0
100847054,0,0,0,0,0,0,0,0,0,0
100847055,0,0,0,0,1,0,1,0,0,0
100847056,0,0,0,0,0,0,0,0,0,0
100847057,0,0,0,0,0,1,0,0,0,0
100847058,0,0,0,0,0,0,0,0,0,0
100847059,2,1,1,0,4,0,0,1,1,3
100847060,0,0,0,0,0,0,0,0,0,0
100847061,0,0,0,0,0,0,0,0,0,0
100847062,0,0,0,0,0,0,0,0,0,0
100847063,0,0,0,0,0,0,0,0,0,0
100847064,0,0,0,0,0,0,0,0,0,0
100847065,0,0,0,0,0,0,0,0,0,0
100847066,1,1,1,0,1,0,0,0,1,1
100847067,1,0,0,1,1,0,0,0,0,0
100847068,0,0,0,0,0,0,0,0,0,0
100847069,1,0,0,0,0,0,0,0,0,0
100847070,0,0,0,0,0,0,1,0,0,0
100847071,0,0,0,3,0,0,0,0,0,0
100847072,1,2,1,3,0,0,1,0,0,1
100847073,0,1,1,0,2,1,0,0,0,0
100847074,0,0,0,0,0,0,0,0,0,0
100847075,0,4,7,10,3,2,3,14,6,6
100847076,1,0,0,0,0,0,0,0,0,0
100847077,0,0,0,0,0,0,0,0,0,0
100847078,0,0,0,0,0,0,0,1,0,0
100847079,0,5,7,0,3,5,4,2,2,5
100847080,0,0,0,2,0,0,0,0,0,0
100847081,0,0,0,0,0,0,0,0,0,1
100847082,0,0,0,0,0,0,0,0,0,0
100847083,0,0,0,0,0,0,0,0,0,0
100847084,0,0,0,0,0,0,0,0,0,0
100847085,0,0,0,0,0,0,1,0,0,0
100847086,0,0,0,0,0,0,0,0,0,0
100847087,0,1,0,0,0,0,0,0,1,0
100847088,0,0,0,0,0,0,0,0,0,0
100847089,0,0,0,0,0,0,0,0,0,0
100847090,1,0,0,1,1,0,2,3,0,0
100847091,0,0,0,0,0,0,0,0,0,0
100847092,0,0,0,0,0,0,0,0,0,0
100847093,0,0,0,0,0,0,0,0,0,0
100852406,0,0,0,0,0,0,0,0,0,0
100852408,0,0,0,0,0,0,0,0,0,0
100852409,0,0,0,0,0,0,0,0,0,0
100852410,12,12,5,0,7,5,3,16,2,18
100856811,0,0,0,0,0,0,0,0,0,0
100859921,0,0,0,0,0,1,0,0,3,0
100859930,591,777,511,492,652,342,501,349,331,547
100861402,0,0,0,0,0,0,0,0,0,0
100861412,0,0,0,0,0,0,0,0,0,0
100861437,0,0,0,0,0,0,0,0,0,0
100861468,1,0,0,0,0,0,0,0,3,0
100861504,0,0,0,0,1,0,0,0,0,0
100861510,1,0,1,0,3,0,1,1,0,1
100861514,0,0,0,0,0,0,0,0,0,0
100861516,0,0,0,0,0,1,1,0,0,0
100861518,4,5,3,0,4,3,0,1,0,2
100861519,7,2,17,0,8,21,11,10,5,17
100861520,0,0,0,0,0,0,0,1,2,0
100861522,0,0,0,0,0,0,0,0,0,0
100861523,0,4,0,0,0,0,0,0,0,0
100861532,0,0,0,0,0,0,0,0,0,0
100861540,0,5,0,2,1,2,1,0,1,0
100861541,26,49,9,17,25,4,7,10,6,25
100861542,0,0,0,0,0,0,0,0,0,0
100861544,0,0,0,0,1,0,0,1,1,0
100861546,0,0,0,0,0,0,0,0,0,0
100861548,161,182,138,104,160,148,162,66,142,151
100861549,6,10,12,3,1,1,11,15,3,1
100861550,0,0,0,0,0,0,10,0,0,0
100861552,0,0,0,0,0,0,0,0,0,0
100861554,3,5,5,0,10,4,0,1,0,1
100861555,1,8,13,16,16,15,12,6,2,5
100861573,0,0,0,0,0,0,0,0,0,0
100862662,1,15,1,14,0,1,0,0,0,1
100862671,358,553,466,130,569,302,521,468,646,450
100862679,0,0,0,0,0,0,0,0,0,0
100862680,0,0,0,0,0,0,0,0,0,0
100862692,9,0,3,5,4,1,2,7,3,5
100862704,12,13,4,0,5,6,8,9,3,7
100862728,1,0,0,0,1,0,1,0,0,0
100873065,3,0,4,1,0,0,0,0,0,1
100873165,0,0,0,0,1,1,0,1,1,0
100873740,0,0,0,0,0,0,0,1,0,0
100873741,8,5,2,0,4,6,5,15,23,3
100873745,0,0,1,0,0,1,0,0,0,0
100873746,0,0,0,0,0,0,0,0,0,2
100873747,9,4,8,3,13,8,5,7,3,7
100873748,4,2,0,1,0,1,1,2,2,2
100873749,0,0,0,0,0,0,0,0,0,0
100873750,0,1,0,0,0,2,0,6,2,0
100873753,0,0,0,0,0,0,0,0,0,0
100873754,0,0,0,0,0,0,0,2,0,0
100873755,0,0,0,0,0,0,0,0,0,0
100873756,0,0,0,0,0,0,0,0,0,0
100873757,0,0,0,1,0,0,0,0,2,1
100873758,0,0,0,0,0,0,0,0,0,1
100873759,1,0,0,0,0,1,1,1,3,1
100873760,1,0,0,0,1,0,0,1,0,0
100873761,0,0,0,0,0,0,0,0,0,0
100873762,0,1,0,0,0,1,1,0,2,2
100873763,0,0,0,0,0,0,0,0,0,0
100873764,0,0,0,0,0,0,0,0,0,0
100873765,1,1,1,0,0,0,1,1,0,1
100873766,0,0,0,0,0,0,0,0,0,0
100873767,0,1,1,0,0,1,0,1,0,0
100873768,0,0,0,0,0,0,0,0,0,0
100873769,0,0,0,0,0,0,0,0,0,0
100873770,0,0,0,0,0,0,0,0,0,0
100873771,0,0,0,0,0,0,0,0,0,0
100873772,0,0,0,0,0,0,0,0,0,0
100873773,0,0,0,0,1,0,0,0,1,1
100873774,0,0,0,0,0,0,0,0,0,0
100873775,0,0,0,0,0,0,0,0,0,0
100873776,0,0,0,0,0,0,0,0,0,0
100873777,0,0,0,0,0,0,0,0,0,0
100873778,0,0,0,0,0,0,0,0,0,0
100873779,0,0,0,0,0,0,0,0,0,0
100873780,0,0,0,0,0,0,0,0,0,0
100873781,0,0,1,0,1,0,0,2,0,0
100873782,0,0,0,0,0,0,0,0,0,1
100873856,1,0,0,0,1,0,0,0,1,1
100873857,0,0,0,0,0,0,3,0,0,0
100873917,0,0,0,0,0,1,0,0,1,0
100873920,0,0,0,0,0,0,0,0,1,0
100873921,0,0,0,0,0,0,0,0,0,0
100873922,0,1,0,1,0,0,1,0,0,0
100873924,15,13,6,14,6,1,5,1,0,13
100873930,5,3,10,0,1,2,11,18,2,9
100873932,3,0,0,1,0,1,0,0,4,5
100873933,0,0,1,0,1,1,2,2,2,0
100873935,0,0,1,1,1,0,0,0,1,0
100873937,0,0,0,0,0,1,0,1,5,1
100873939,0,0,0,1,0,0,1,1,1,1
100873940,0,3,1,0,1,1,6,0,0,2
100873941,6,0,2,0,0,5,4,16,4,6
100873942,2,1,3,0,2,2,1,0,0,0
100873944,2,0,0,1,0,0,0,0,1,0
100873945,0,0,0,0,0,0,0,0,0,0
100873946,1,1,1,1,0,1,1,0,4,0
100873947,1,0,0,0,1,0,0,1,0,1
100873948,0,0,0,0,0,0,0,0,1,1
100873949,6,2,1,3,4,4,2,0,2,3
100873954,23,13,25,13,34,17,20,22,10,10
100873955,1,1,1,0,0,0,0,9,1,2
100873962,24,0,10,13,21,7,13,1,6,19
100873964,0,0,0,0,0,0,0,0,0,0
100873965,16,16,3,2,11,0,0,3,3,4
100873969,0,13,5,0,0,0,0,0,0,1
100873970,1,0,2,0,1,0,0,0,0,0
100873972,0,0,0,0,0,2,0,0,0,0
100873973,0,0,0,0,0,2,1,0,0,0
100873974,12,3,3,3,8,2,1,0,3,1
100873975,1,6,6,0,2,0,2,0,0,0
100873976,0,0,0,0,0,1,0,0,0,1
100873977,0,0,1,0,0,1,0,0,1,1
100873979,21,30,19,8,19,4,18,2,2,11
100873980,0,1,1,1,2,0,1,1,0,1
100873982,2,2,1,0,1,0,2,0,1,2
100873983,0,0,1,1,0,0,0,0,2,1
100873984,0,0,0,0,1,0,0,4,1,0
100873985,22,14,9,18,25,9,9,3,12,14
100873986,0,0,0,0,0,0,0,0,0,0
100873989,0,0,1,0,0,0,0,0,1,0
100873990,0,2,2,0,2,0,4,1,0,3
100873993,2,3,8,6,1,4,3,0,3,3
100873995,0,0,0,0,1,1,0,0,0,1
100873997,0,0,0,0,0,0,0,1,0,1
100873998,12,9,9,4,7,9,5,4,0,5
100874002,8,20,9,5,6,5,9,3,2,8
100874004,0,0,1,0,0,1,0,0,0,0
100874007,40,15,0,0,13,5,0,2,2,6
100874010,0,0,0,0,0,0,0,1,0,0
100874011,0,0,0,0,0,0,0,0,0,0
100874012,2,1,1,1,2,0,0,0,0,0
100874014,3,2,2,0,0,2,3,0,1,1
100874016,0,9,0,0,1,2,11,0,16,8
100874018,4,4,5,2,2,1,4,12,0,6
100874019,5,0,1,2,2,0,0,2,1,1
100874021,1,0,0,0,0,0,1,0,0,0
100874027,1,1,0,2,1,0,0,0,2,1
100874028,4,0,1,1,1,0,0,1,0,2
100874029,0,4,3,2,2,2,3,2,5,2
100874031,1,2,0,0,1,0,1,0,0,0
100874032,7,17,10,7,13,13,20,25,41,26
100874037,0,0,0,0,0,0,0,0,0,0
100874038,0,0,0,0,1,0,0,4,0,0
100874039,4,2,2,0,0,1,0,2,2,2
100874041,0,0,1,0,1,0,3,17,4,4
100874042,20,23,15,22,24,36,47,28,29,40
100874043,44,21,21,15,15,24,8,7,69,22
100874047,0,0,0,0,0,0,0,0,0,0
100874048,24,13,24,14,16,21,34,59,25,49
100874051,0,0,0,0,1,0,0,0,0,0
100874052,0,1,1,0,0,0,1,1,0,0
100874053,0,0,0,0,0,0,0,0,3,0
100874054,2,8,3,4,1,2,8,10,4,10
100874055,1,2,1,0,1,1,3,0,0,12
100874056,2,0,2,1,1,2,4,2,1,1
100874058,140,150,106,62,131,132,140,166,95,303
100874059,0,0,0,0,0,0,0,0,0,0
100874063,0,0,0,0,1,0,0,1,0,1
100874064,1,0,0,0,0,0,0,0,0,0
100874068,26,9,6,7,12,7,19,41,2,17
100874070,0,0,0,0,0,0,0,0,0,0
100874071,1,2,1,2,2,2,3,1,0,0
100874074,10,3,3,2,2,0,20,86,22,17
100874078,2,1,3,1,0,0,1,4,4,6
100874081,1,2,1,0,0,0,0,1,1,0
100874082,0,0,0,0,0,1,0,0,0,0
100874083,0,0,0,0,0,0,0,0,0,0
100874084,0,0,0,0,0,0,0,0,0,0
100874085,2,5,3,6,4,2,6,10,1,10
100874086,0,0,0,0,2,0,0,0,0,0
100874087,0,0,0,0,0,0,0,0,0,0
100874088,0,0,0,0,0,0,0,0,0,0
100874089,3,2,1,4,2,1,1,2,1,1
100874090,5,2,5,3,3,4,8,1,1,4
100874091,2,3,4,1,6,0,11,15,3,7
100874092,6,0,3,1,2,1,1,3,2,0
100874093,1,2,0,0,0,1,2,2,1,5
100874094,3,4,3,4,5,5,3,8,7,3
100874095,0,0,0,7,0,0,0,1,0,0
100874096,0,0,0,0,1,0,0,0,0,1
100874097,1,8,9,2,7,17,15,50,15,26
100874100,1,0,2,2,2,1,2,2,11,2
100874101,1,0,1,0,0,0,1,0,1,1
100874102,0,0,0,0,0,0,0,0,0,1
100874107,0,0,0,0,0,1,1,3,0,1
100874110,0,0,0,0,0,0,0,0,0,0
100874111,8,9,10,2,6,16,35,15,27,41
100874114,0,2,2,1,0,0,0,0,2,2
100874115,1,1,0,0,1,0,1,2,0,0
100874118,0,1,2,1,1,0,1,2,1,0
100874120,2,0,4,1,0,4,3,0,0,2
100874122,0,0,0,1,0,0,0,0,0,0
100874123,4,1,1,0,5,1,5,3,0,2
100874126,0,0,0,0,0,0,0,0,0,0
100874127,0,1,30,0,0,4,0,1,1,1
100874128,0,0,0,0,0,0,0,18,0,0
100874130,0,1,0,0,0,1,0,0,0,0
100874131,1,5,2,1,3,0,6,3,1,1
100874137,0,0,0,0,0,0,0,0,0,0
100874139,0,0,0,0,0,0,0,0,0,0
100874143,0,0,0,0,0,0,0,0,0,0
100874145,0,0,0,0,0,0,0,0,0,0
100874147,0,0,0,0,0,0,0,0,0,0
100874150,0,0,0,0,0,0,0,0,0,0
100874151,0,1,0,0,1,1,1,0,0,1
100874155,0,0,0,0,0,0,0,1,1,1
100874157,0,0,0,0,0,0,0,0,0,0
100874158,5,0,2,2,6,2,3,7,1,3
100874159,27,36,23,11,27,20,8,22,3,9
100874161,0,0,0,0,0,0,0,0,0,0
100874164,0,0,0,0,0,0,0,0,0,1
100874167,0,0,0,0,0,0,0,0,0,0
100874168,0,0,0,0,0,0,0,0,0,0
100874169,1,0,0,0,0,0,0,1,0,0
100874172,0,0,0,0,0,0,0,0,0,0
100874173,0,15,2,0,6,2,1,0,1,0
100874175,0,0,0,0,0,0,0,0,0,0
100874176,0,0,0,0,0,0,0,0,0,0
100874179,0,0,0,0,0,0,2,0,1,0
100874182,0,0,0,0,0,0,0,0,0,0
100874184,0,1,0,0,1,0,0,0,0,0
100874185,0,1,1,3,0,2,0,0,0,1
100874187,0,0,0,0,0,0,1,0,0,1
100874188,9,12,7,2,9,1,6,3,6,10
100874190,0,1,0,0,1,2,2,0,4,2
100874194,1,0,0,0,1,0,30,207,75,0
100874195,0,0,0,0,0,0,0,0,0,0
100874196,0,0,0,0,0,0,0,0,0,0
100874197,1,3,2,1,0,0,1,0,0,2
100874198,4,3,1,0,1,1,0,1,1,0
100874200,0,0,0,0,0,0,0,0,1,0
100874201,2,0,3,0,0,1,0,1,1,0
100874203,24,2,14,20,40,17,12,12,3,7
100874204,0,4,0,2,0,1,1,0,1,0
100874205,4,3,3,1,5,1,3,5,0,2
100874206,0,1,0,1,0,0,2,0,1,1
100874207,17,12,11,2,11,3,11,3,3,17
100874208,0,0,0,0,0,0,0,0,0,0
100874211,38,30,30,13,43,17,10,11,16,11
100874212,1,1,0,0,4,0,0,0,0,0
100874214,34,13,26,20,19,16,35,27,35,42
100874216,0,0,0,1,3,1,2,5,1,1
100874218,0,0,0,0,0,0,0,1,0,0
100874219,0,0,0,0,0,0,0,0,1,0
100874221,0,0,0,0,0,0,0,0,0,0
100874222,3,4,4,2,0,1,3,25,5,3
100874226,1,0,0,1,1,0,0,1,0,0
100874231,0,1,0,3,2,1,0,0,1,0
100874234,1,0,0,2,0,0,1,0,0,1
100874235,6,4,12,6,5,6,9,1,1,5
100874236,1,0,0,0,1,2,1,0,0,0
100874237,0,2,0,0,0,0,0,0,0,1
100874239,0,0,0,3,1,0,0,0,1,1
100874241,13,4,6,3,8,0,1,1,1,0
100874242,6,1,3,2,7,2,0,2,3,3
100874243,1,0,3,3,6,0,3,1,2,0
100874244,0,0,0,0,1,0,0,2,37,2
100874245,0,0,0,0,0,0,0,0,0,0
100874246,11,13,12,9,6,2,9,16,6,6
100874249,2,0,1,0,1,0,1,0,2,3
100874251,0,0,0,1,0,0,0,0,0,0
100874253,7,6,3,1,5,1,5,5,6,2
100874255,9,15,5,10,5,8,11,27,9,6
100874259,1,3,1,0,1,1,4,2,0,1
100874261,46,39,52,36,51,91,75,66,71,64
100874264,2,1,1,2,1,0,1,0,6,5
100874270,0,0,0,0,0,0,0,0,0,0
100874273,0,1,0,0,2,0,1,1,2,0
100874275,0,0,0,0,0,0,0,0,1,0
100874278,27,36,33,22,34,32,57,36,36,55
100874281,0,0,0,0,1,1,0,0,0,0
100874282,1,0,0,4,0,0,1,0,0,0
100874284,0,2,1,1,1,0,1,0,0,0
100874286,0,0,0,0,0,0,0,0,0,0
100874291,15,7,16,20,8,4,6,59,66,31
100874295,0,0,0,0,0,1,0,0,0,0
100874300,0,0,0,0,0,0,0,0,1,0
100874309,2,6,1,5,5,2,4,8,6,5
100874313,0,0,2,0,0,0,0,0,0,0
100874322,1,1,3,5,2,1,2,2,2,0
100874323,0,0,0,1,0,0,0,98,1,0
100874325,0,0,0,0,0,0,0,0,0,0
100874326,0,0,0,0,0,0,0,0,0,0
100874330,0,5,6,0,0,1,0,1,1,0
100874342,1,0,0,4,1,4,3,1,3,1
100874343,13,12,10,6,15,6,18,31,7,7
100874353,12,5,2,12,9,2,4,25,11,16
100874355,0,0,0,1,0,0,1,2,2,5
100874361,0,0,0,0,0,0,0,0,0,0
100874362,25,16,30,27,19,14,63,6,20,63
100874363,0,1,2,3,0,0,4,9,0,0
100874364,0,1,0,0,0,1,13,10,0,2
100874365,0,0,0,0,0,0,1,1,1,1
100874366,0,0,0,0,0,0,4,0,0,6
100874369,1,0,0,1,0,1,0,0,0,0
100874370,0,0,1,0,0,0,0,0,0,0
100874372,2,0,0,0,0,0,0,0,3,2
100874374,0,1,1,0,1,2,10,0,3,28
100874375,0,2,1,0,0,0,0,1,0,0
100874377,2,0,0,1,0,0,0,0,1,0
100874392,0,0,0,0,0,0,0,0,0,0
100874433,0,1,0,1,2,0,1,0,2,0
100874528,0,0,0,0,0,0,1,0,0,1
100874530,0,0,0,0,0,0,0,0,0,0
100874531,0,0,0,0,0,0,0,0,1,0
100885775,67,19,28,5,12,0,1,0,1,1
100885776,112,129,99,35,71,67,92,90,60,201
100885777,5,1,1,3,0,0,0,3,4,8
100885778,7,9,12,4,2,2,4,7,0,5
100885779,0,0,0,0,0,0,0,1,0,0
100885780,0,0,0,0,0,0,0,0,0,0
100885781,0,0,0,0,0,0,0,0,0,0
100885782,74,100,45,0,79,4,3,1,5,0
100885789,6,3,11,6,9,10,40,3,3,10
100885795,0,0,0,3,0,1,0,0,4,3
100885796,0,0,0,1,0,0,0,0,0,0
100885798,0,0,0,0,0,0,0,0,0,0
100885848,3,5,9,5,5,13,13,18,8,7
100885850,0,0,1,0,0,0,1,2,0,3
100886964,7,6,17,0,39,12,14,4,3,150
100887744,0,0,0,0,0,0,0,0,0,0
100887750,362,256,201,54,214,146,258,457,116,184
100887754,3,3,0,1,6,1,2,0,0,0
100887755,0,0,0,0,0,0,1,0,0,0
100996249,0,1,0,0,0,0,0,0,0,0
100996251,21,16,13,7,9,8,8,15,4,8
100996255,12,12,0,22,0,0,1,1,2,1
100996259,4,2,1,2,0,2,3,10,2,0
100996263,0,0,0,0,0,0,2,0,1,1
100996266,3,7,5,0,0,0,2,0,1,0
100996273,19,22,28,39,35,76,149,95,95,54
100996274,7,2,2,3,1,3,0,14,3,6
100996279,0,0,0,0,0,0,0,0,0,0
100996280,0,0,0,1,0,0,0,0,0,0
100996286,9,12,10,17,21,18,35,3,4,11
100996291,4,0,3,1,7,28,9,9,3,22
100996295,3,4,2,7,5,3,9,44,5,13
100996301,0,1,0,2,0,1,5,48,1,1
100996307,9,6,7,10,6,3,13,3,19,5
100996318,4,1,3,0,8,0,2,8,0,1
100996324,0,1,1,0,0,1,5,0,1,1
100996325,0,0,0,0,0,0,0,0,0,0
100996331,0,0,0,0,0,0,0,0,0,0
100996335,0,0,0,0,0,0,0,0,0,0
100996338,0,0,0,0,0,0,0,0,0,0
100996342,3,0,0,2,1,1,1,0,3,3
100996348,21,34,9,3,21,5,6,0,4,30
100996349,0,1,0,0,0,0,0,0,0,0
100996351,15,4,16,10,32,7,5,6,10,3
100996365,0,0,0,0,0,0,0,0,0,0
100996379,2,1,4,0,0,0,1,0,2,0
100996385,1,0,2,0,0,4,0,0,1,0
100996401,1,0,0,0,0,0,0,0,0,1
100996414,0,0,0,0,0,0,0,0,0,0
100996415,0,0,0,0,0,0,0,0,0,0
100996425,2,2,1,0,1,8,2,2,6,1
100996437,13,11,23,11,11,16,20,85,19,30
100996447,81,68,67,63,72,49,51,186,123,49
100996455,5,4,4,2,9,10,8,4,14,13
100996465,0,0,0,0,0,0,0,0,7,0
100996485,274,120,167,238,228,166,237,223,365,175
100996490,1,0,1,0,0,4,1,1,2,0
100996492,229,175,121,16,228,19,39,8,9,35
100996511,140,343,293,60,120,432,439,502,398,461
100996539,19,28,24,6,7,22,19,14,10,17
100996541,21,4,11,8,25,11,27,10,7,22
100996567,7,3,4,7,3,17,14,1,2,7
100996569,1,0,3,3,0,3,1,0,0,5
100996570,9,7,4,15,8,5,20,2,1,4
100996571,4,2,2,0,1,3,3,2,2,1
100996573,45,53,79,44,48,67,118,125,79,43
100996574,1,3,3,0,2,0,3,3,5,2
100996579,124,111,74,7,101,59,44,167,135,258
100996582,0,5,1,0,0,0,1,0,0,0
100996583,0,0,0,0,0,0,2,0,0,0
100996590,0,0,0,0,0,0,0,0,0,0
100996597,0,0,0,0,0,0,0,1,0,0
100996598,3,7,3,0,0,0,2,0,0,10
100996609,4,40,46,11,1,7,44,9,13,210
100996624,0,0,0,0,0,0,0,2,4,0
100996631,0,0,0,0,0,0,0,0,0,0
100996634,5,6,9,1,9,10,5,4,4,11
100996635,0,0,0,0,0,0,0,0,0,0
100996637,0,0,0,0,0,0,0,0,0,0
100996643,7,3,5,9,1,1,2,3,19,7
100996645,0,0,2,1,1,0,0,0,0,1
100996648,0,8,3,0,0,0,1,0,0,0
100996654,0,1,0,0,0,0,0,0,2,1
100996664,5,24,17,3,2,9,14,18,18,35
100996665,0,0,0,0,0,0,0,0,0,0
100996669,1,0,1,0,0,0,0,0,0,0
100996671,0,0,0,0,0,0,2,0,0,0
100996679,0,0,0,0,0,0,0,0,0,0
100996693,12,10,7,20,11,5,20,2,7,9
100996694,0,1,0,0,0,0,0,0,0,0
100996701,1,0,0,0,0,0,0,0,0,0
100996702,1,3,7,2,2,11,8,1,6,9
100996712,111,138,65,56,99,16,21,57,116,21
100996713,7,2,2,3,6,0,0,0,5,1
100996721,0,2,0,0,0,1,0,0,0,0
100996724,732,863,552,388,544,574,717,590,477,716
100996738,0,0,0,0,0,0,0,0,0,0
100996746,0,0,1,0,0,0,0,0,0,0
100996758,59,134,151,3,41,269,17,20,16,502
100996761,1,0,5,2,1,1,0,2,0,1
100996763,120,223,98,206,109,107,65,166,96,121
100996792,0,0,0,1,0,0,0,2,2,2
100996813,7,5,6,3,2,6,10,13,1,5
100996876,0,0,0,1,0,0,0,0,0,0
100996928,0,0,0,0,0,0,0,0,0,0
100996939,0,0,0,0,0,0,0,0,0,0
100996941,1,0,2,9,25,12,5,2,2,2
101054525,4,8,3,3,4,3,3,1,0,4
101055625,6,5,1,1,2,3,6,0,0,0
101059906,0,0,0,0,0,0,0,0,0,1
101059914,0,0,0,0,0,0,0,0,0,0
101059915,1,0,3,0,3,0,5,9,0,0
101059918,5,6,3,3,2,2,0,2,6,3
101059938,7,2,7,14,2,6,31,1,11,4
101059948,1,2,6,3,1,0,6,1,1,1
101059953,3,12,22,3,18,9,2,11,12,8
101060004,0,0,0,0,0,0,1,0,0,0
101060017,0,0,0,0,0,0,0,0,0,2
101060019,0,4,2,1,1,0,0,0,0,3
101060022,19,23,3,2,0,0,28,30,8,1
101060024,1,0,1,0,0,3,2,0,0,1
101060026,2,25,19,1,5,2,5,0,1,1
101060091,7,1,11,3,10,14,18,10,12,6
101060146,14,46,29,3,5,18,10,344,4,4
101060171,0,0,0,0,0,0,0,0,1,0
101060179,0,0,0,0,0,0,0,0,0,0
101060181,1,1,0,1,0,0,1,0,0,1
101060200,89,90,44,19,77,35,44,122,61,75
101060211,0,0,0,0,0,0,0,0,0,0
101060226,492,450,425,475,467,389,493,537,321,348
101060233,0,0,0,0,0,0,0,0,0,0
101060254,2,2,1,0,0,1,0,1,0,2
101060264,5,9,6,2,3,3,8,12,4,42
101060301,0,0,0,0,0,0,0,0,0,0
101060321,0,0,0,1,0,0,0,0,0,0
101060341,22,3,8,13,8,16,11,16,19,1
101060351,0,1,2,1,0,3,10,9,2,1
101060376,18,39,15,30,40,36,77,36,36,15
101060385,0,0,0,0,0,0,0,0,0,0
101060389,21,0,6,9,2,1,1,5,7,39
101060391,8,2,10,28,18,2,11,0,0,1
101060498,0,18,4,1,0,2,0,0,0,5
101060524,0,0,0,0,0,0,0,0,0,0
101060542,1,1,0,0,0,0,0,1,8,0
101060544,0,0,0,1,0,0,0,2,43,1
101060553,6,12,3,3,5,5,9,1,0,9
101060569,0,0,1,1,1,1,1,0,2,1
101060684,389,293,222,226,438,289,309,812,334,383
101060691,151,302,174,93,195,273,175,418,258,328
101101772,0,0,0,0,0,0,1,0,11,0
101101773,0,0,1,0,0,0,0,1,0,3
101101775,18,18,18,7,20,20,21,4,4,7
101101776,0,0,0,0,0,2,1,9,2,4
101154687,5,7,3,1,7,1,2,0,0,4
101154753,11,9,12,8,22,11,13,12,16,7
101180901,1,1,0,0,1,0,2,2,0,0
101180976,2,1,0,0,0,0,0,0,10,0
101241891,0,1,0,0,0,0,0,0,0,0
101241892,149,148,125,61,110,126,145,122,133,164
101241902,0,0,0,0,0,0,0,0,0,0
101243544,0,1,0,0,0,0,1,0,0,0
101243545,230,196,168,235,311,343,406,619,411,384
101243555,5,0,1,3,4,0,1,8,2,0
101340250,0,0,0,0,0,0,0,0,0,0
101340251,8,5,3,0,0,8,7,16,7,7
101340252,0,2,0,0,0,0,2,1,0,0
101409253,0,0,0,0,1,0,0,0,0,0
101409254,0,0,0,0,0,0,0,0,0,0
101409256,4,8,4,0,0,1,12,8,10,3
101409257,6,3,0,3,3,1,1,0,0,0
101409258,26,17,15,6,13,19,26,19,5,13
101409261,23,27,26,26,28,9,12,9,23,58
101410533,6,13,18,6,9,5,6,15,6,16
101410534,0,1,1,0,0,0,0,0,0,4
101410535,5,10,3,3,9,7,8,1,5,5
101410536,0,0,0,0,0,0,0,0,0,0
101410537,0,2,0,0,0,1,0,1,0,1
101410538,103,155,81,92,141,27,65,83,222,90
101410540,0,1,0,0,0,1,0,1,0,0
101410541,0,0,0,0,0,0,0,0,0,0
101410542,0,1,1,0,0,1,0,2,1,0
101410543,4,0,12,1,1,6,25,4,2,2
101410544,1,0,2,0,1,0,0,2,1,0
101410545,0,0,0,0,0,0,0,3,0,0
101447996,0,0,0,0,0,0,0,1,0,0
101448202,2,4,2,2,1,6,3,1,4,4
101515984,0,0,0,0,0,0,0,0,0,0
101559451,3,1,1,1,0,1,3,3,2,4
101593348,3,1,0,1,4,3,4,3,4,1
101669762,12,13,7,1,7,49,136,25,57,110
101669764,0,0,0,1,0,0,0,0,0,0
101669766,9,19,8,5,14,5,1,30,6,5
101669767,0,0,0,0,0,0,0,0,34,0
101730217,0,2,2,0,2,0,2,0,1,2
101735302,11,12,9,7,10,6,10,7,11,12
101752334,0,0,0,0,0,0,0,0,0,0
